"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100"
"912810SY5","Bond","19-Year 10-Month","07/21/2021","08/02/2021","05/15/2041","105.917067"
"912796N70","Bill","119-Day","07/21/2021","07/27/2021","11/23/2021","99.983472"
"912796D63","Bill","42-Day","07/20/2021","07/22/2021","09/02/2021","99.994750"
"912796G60","Bill","13-Week","07/19/2021","07/22/2021","10/21/2021","99.987361"
"912796K81","Bill","26-Week","07/19/2021","07/22/2021","01/20/2022","99.974722"
"912796K24","Bill","4-Week","07/15/2021","07/20/2021","08/17/2021","99.996500"
"912796L31","Bill","8-Week","07/15/2021","07/20/2021","09/14/2021","99.992222"
"912796N62","Bill","119-Day","07/14/2021","07/20/2021","11/16/2021","99.983472"
"912796D55","Bill","42-Day","07/13/2021","07/15/2021","08/26/2021","99.994750"
"912796K57","Bill","52-Week","07/13/2021","07/15/2021","07/14/2022","99.924167"
"912810SX7","Bond","29-Year 10-Month","07/13/2021","07/15/2021","05/15/2051","108.392467"
"912796G52","Bill","13-Week","07/12/2021","07/15/2021","10/14/2021","99.987361"
"912796K73","Bill","26-Week","07/12/2021","07/15/2021","01/13/2022","99.974722"
"91282CCL3","Note","3-Year","07/12/2021","07/15/2021","07/15/2024","99.848134"
"91282CCB5","Note","9-Year 10-Month","07/12/2021","07/15/2021","05/15/2031","102.328230"
"912796J91","Bill","4-Week","07/08/2021","07/13/2021","08/10/2021","99.996111"
"912796L23","Bill","8-Week","07/08/2021","07/13/2021","09/07/2021","99.993000"
"912796N54","Bill","119-Day","07/07/2021","07/13/2021","11/09/2021","99.983472"
"912796D48","Bill","42-Day","07/06/2021","07/08/2021","08/19/2021","99.994750"
"9127964V8","Bill","13-Week","07/06/2021","07/08/2021","10/07/2021","99.987361"
"912796K65","Bill","26-Week","07/06/2021","07/08/2021","01/06/2022","99.974722"
"912796J83","Bill","4-Week","07/01/2021","07/06/2021","08/03/2021","99.996111"
"912796K40","Bill","8-Week","07/01/2021","07/06/2021","08/31/2021","99.993000"
"912796M63","Bill","119-Day","06/30/2021","07/06/2021","11/02/2021","99.983472"
"9127964B2","Bill","42-Day","06/29/2021","07/01/2021","08/12/2021","99.994167"
"912796F61","Bill","13-Week","06/28/2021","07/01/2021","09/30/2021","99.987361"
"912796A90","Bill","26-Week","06/28/2021","07/01/2021","12/30/2021","99.972194"
"91282CCH2","Note","7-Year","06/24/2021","06/30/2021","06/30/2028","99.906493"
"912796J34","Bill","4-Week","06/24/2021","06/29/2021","07/27/2021","99.996500"
"912796K32","Bill","8-Week","06/24/2021","06/29/2021","08/24/2021","99.992222"
"91282CCJ8","Note","5-Year","06/23/2021","06/30/2021","06/30/2026","99.858540"
"912796M55","Bill","119-Day","06/23/2021","06/29/2021","10/26/2021","99.983472"
"91282CBY6","Note","1-Year 10-Month","06/23/2021","06/25/2021","04/30/2023","100.007483"
"91282CCK5","Note","2-Year","06/22/2021","06/30/2021","06/30/2023","99.752770"
"912796C64","Bill","42-Day","06/22/2021","06/24/2021","08/05/2021","99.995333"
"912796F53","Bill","13-Week","06/21/2021","06/24/2021","09/23/2021","99.988625"
"912796J75","Bill","26-Week","06/21/2021","06/24/2021","12/23/2021","99.972194"
"91282CCA7","Note","4-Year 10-Month","06/17/2021","06/30/2021","04/15/2026","109.611203"
"912796J26","Bill","4-Week","06/17/2021","06/22/2021","07/20/2021","99.996500"
"912796K24","Bill","8-Week","06/17/2021","06/22/2021","08/17/2021","99.994556"
"912796M48","Bill","119-Day","06/16/2021","06/22/2021","10/19/2021","99.988431"
"912810SY5","Bond","19-Year 11-Month","06/15/2021","06/30/2021","05/15/2041","102.097342"
"912796C56","Bill","42-Day","06/15/2021","06/17/2021","07/29/2021","99.998250"
"912796J42","Bill","52-Week","06/15/2021","06/17/2021","06/16/2022","99.929222"
"912796F46","Bill","13-Week","06/14/2021","06/17/2021","09/16/2021","99.993681"
"912796J67","Bill","26-Week","06/14/2021","06/17/2021","12/16/2021","99.979778"
"912796H93","Bill","4-Week","06/10/2021","06/15/2021","07/13/2021","99.999611"
"912796J91","Bill","8-Week","06/10/2021","06/15/2021","08/10/2021","99.996889"
"912810SX7","Bond","29-Year 11-Month","06/10/2021","06/15/2021","05/15/2051","104.447071"
"912796M30","Bill","119-Day","06/09/2021","06/15/2021","10/12/2021","99.990083"
"91282CCB5","Note","9-Year 11-Month","06/09/2021","06/15/2021","05/15/2031","101.174616"
"91282CCG4","Note","3-Year","06/08/2021","06/15/2021","06/15/2024","99.776274"
"912796C49","Bill","42-Day","06/08/2021","06/10/2021","07/22/2021","99.998833"
"9127964L0","Bill","13-Week","06/07/2021","06/10/2021","09/09/2021","99.993681"
"912796J59","Bill","26-Week","06/07/2021","06/10/2021","12/09/2021","99.979778"
"912796H85","Bill","4-Week","06/03/2021","06/08/2021","07/06/2021","100.000000"
"912796J83","Bill","8-Week","06/03/2021","06/08/2021","08/03/2021","99.997667"
"912796M22","Bill","119-Day","06/02/2021","06/08/2021","10/05/2021","99.990083"
"9127963S6","Bill","42-Day","06/01/2021","06/03/2021","07/15/2021","99.999417"
"912796D63","Bill","13-Week","06/01/2021","06/03/2021","09/02/2021","99.994944"
"9127965G0","Bill","26-Week","06/01/2021","06/03/2021","12/02/2021","99.982306"
"912796H36","Bill","4-Week","05/27/2021","06/01/2021","06/29/2021","100.000000"
"912796J34","Bill","8-Week","05/27/2021","06/01/2021","07/27/2021","99.999222"
"91282CCE9","Note","7-Year","05/27/2021","06/01/2021","05/31/2028","99.766478"
"912796L56","Bill","119-Day","05/26/2021","06/01/2021","09/28/2021","99.993389"
"91282CCF6","Note","5-Year","05/26/2021","06/01/2021","05/31/2026","99.814145"
"91282CBY6","Note","1-Year 11-Month","05/26/2021","05/28/2021","04/30/2023","100.007796"
"91282CCD1","Note","2-Year","05/25/2021","06/01/2021","05/31/2023","99.946175"
"912796B57","Bill","42-Day","05/25/2021","05/27/2021","07/08/2021","99.999417"
"912796D55","Bill","13-Week","05/24/2021","05/27/2021","08/26/2021","99.996208"
"912796H77","Bill","26-Week","05/24/2021","05/27/2021","11/26/2021","99.984750"
"91282CBF7","Note","9-Year 8-Month","05/20/2021","05/28/2021","01/15/2031","111.149129"
"912796H28","Bill","4-Week","05/20/2021","05/25/2021","06/22/2021","100.000000"
"912796J26","Bill","8-Week","05/20/2021","05/25/2021","07/20/2021","99.999222"
"912810SY5","Bond","20-Year","05/19/2021","06/01/2021","05/15/2041","99.424698"
"912796L49","Bill","119-Day","05/19/2021","05/25/2021","09/21/2021","99.995042"
"912796B40","Bill","42-Day","05/18/2021","05/20/2021","07/01/2021","99.999417"
"912796H44","Bill","52-Week","05/18/2021","05/20/2021","05/19/2022","99.944389"
"912796D48","Bill","13-Week","05/17/2021","05/20/2021","08/19/2021","99.996208"
"912796H69","Bill","26-Week","05/17/2021","05/20/2021","11/18/2021","99.984833"
"912796G94","Bill","4-Week","05/13/2021","05/18/2021","06/15/2021","100.000000"
"912796H93","Bill","8-Week","05/13/2021","05/18/2021","07/13/2021","99.998444"
"912810SX7","Bond","30-Year","05/13/2021","05/17/2021","05/15/2051","99.573653"
"912796L31","Bill","119-Day","05/12/2021","05/18/2021","09/14/2021","99.993389"
"91282CCB5","Note","10-Year","05/12/2021","05/17/2021","05/15/2031","99.459286"
"91282CCC3","Note","3-Year","05/11/2021","05/17/2021","05/15/2024","99.764780"
"912796B32","Bill","42-Day","05/11/2021","05/13/2021","06/24/2021","99.999417"
"9127964B2","Bill","13-Week","05/10/2021","05/13/2021","08/12/2021","99.996208"
"912796H51","Bill","26-Week","05/10/2021","05/13/2021","11/12/2021","99.982208"
"912796G86","Bill","4-Week","05/06/2021","05/11/2021","06/08/2021","99.999222"
"912796H85","Bill","8-Week","05/06/2021","05/11/2021","07/06/2021","99.998444"
"912796L23","Bill","119-Day","05/05/2021","05/11/2021","09/07/2021","99.991736"
"9127963H0","Bill","42-Day","05/04/2021","05/06/2021","06/17/2021","99.998833"
"912796C64","Bill","13-Week","05/03/2021","05/06/2021","08/05/2021","99.996208"
"9127964W6","Bill","26-Week","05/03/2021","05/06/2021","11/04/2021","99.982306"
"912796G37","Bill","4-Week","04/29/2021","05/04/2021","06/01/2021","100.000000"
"912796H36","Bill","8-Week","04/29/2021","05/04/2021","06/29/2021","99.998444"
"912796K40","Bill","119-Day","04/28/2021","05/04/2021","08/31/2021","99.991736"
"91282CBY6","Note","2-Year","04/27/2021","04/30/2021","04/30/2023","100.000000"
"91282CBZ3","Note","7-Year","04/27/2021","04/30/2021","04/30/2028","99.626548"
"912796B24","Bill","42-Day","04/27/2021","04/29/2021","06/10/2021","99.998833"
"91282CBX8","Note","2-Year","04/26/2021","04/30/2021","04/30/2023","99.900218"
"91282CBW0","Note","5-Year","04/26/2021","04/30/2021","04/30/2026","99.516363"
"912796C56","Bill","13-Week","04/26/2021","04/29/2021","07/29/2021","99.994944"
"912796G78","Bill","26-Week","04/26/2021","04/29/2021","10/28/2021","99.982306"
"91282CCA7","Note","5-Year","04/22/2021","04/30/2021","04/15/2026","109.406206"
"912796G29","Bill","4-Week","04/22/2021","04/27/2021","05/25/2021","99.999611"
"912796H28","Bill","8-Week","04/22/2021","04/27/2021","06/22/2021","99.997667"
"912810SW9","Bond","19-Year 10-Month","04/21/2021","04/30/2021","02/15/2041","95.676788"
"912796K32","Bill","119-Day","04/21/2021","04/27/2021","08/24/2021","99.991736"
"912796A41","Bill","42-Day","04/20/2021","04/22/2021","06/03/2021","99.998833"
"912796G45","Bill","52-Week","04/20/2021","04/22/2021","04/21/2022","99.934278"
"912796C49","Bill","13-Week","04/19/2021","04/22/2021","07/22/2021","99.993681"
"912796G60","Bill","26-Week","04/19/2021","04/22/2021","10/21/2021","99.979778"
"912796F95","Bill","4-Week","04/15/2021","04/20/2021","05/18/2021","99.999222"
"912796G94","Bill","8-Week","04/15/2021","04/20/2021","06/15/2021","99.997667"
"912796K24","Bill","119-Day","04/14/2021","04/20/2021","08/17/2021","99.991736"
"912796A33","Bill","42-Day","04/13/2021","04/15/2021","05/27/2021","99.998250"
"912810SU3","Bond","29-Year 10-Month","04/13/2021","04/15/2021","02/15/2051","90.454200"
"9127963S6","Bill","13-Week","04/12/2021","04/15/2021","07/15/2021","99.994944"
"912796G52","Bill","26-Week","04/12/2021","04/15/2021","10/14/2021","99.979778"
"91282CBV2","Note","3-Year","04/12/2021","04/15/2021","04/15/2024","99.997020"
"91282CBL4","Note","9-Year 10-Month","04/12/2021","04/15/2021","02/15/2031","94.985814"
"912796F87","Bill","4-Week","04/08/2021","04/13/2021","05/11/2021","99.999222"
"912796G86","Bill","8-Week","04/08/2021","04/13/2021","06/08/2021","99.998444"
"912796J91","Bill","119-Day","04/07/2021","04/13/2021","08/10/2021","99.991736"
"9127962Y4","Bill","42-Day","04/06/2021","04/08/2021","05/20/2021","99.997667"
"912796B57","Bill","13-Week","04/05/2021","04/08/2021","07/08/2021","99.994944"
"9127964V8","Bill","26-Week","04/05/2021","04/08/2021","10/07/2021","99.982306"
"912796F79","Bill","4-Week","04/01/2021","04/06/2021","05/04/2021","99.998833"
"912796G37","Bill","8-Week","04/01/2021","04/06/2021","06/01/2021","99.997667"
"912796J83","Bill","119-Day","03/31/2021","04/06/2021","08/03/2021","99.990083"
"912796A25","Bill","42-Day","03/30/2021","04/01/2021","05/13/2021","99.998250"
"912796B40","Bill","13-Week","03/29/2021","04/01/2021","07/01/2021","99.994944"
"912796F61","Bill","26-Week","03/29/2021","04/01/2021","09/30/2021","99.979778"
"91282CBS9","Note","7-Year","03/25/2021","03/31/2021","03/31/2028","99.666487"
"912796F20","Bill","4-Week","03/25/2021","03/30/2021","04/27/2021","99.998833"
"912796G29","Bill","8-Week","03/25/2021","03/30/2021","05/25/2021","99.996889"
"91282CBT7","Note","5-Year","03/24/2021","03/31/2021","03/31/2026","99.511492"
"912796J34","Bill","119-Day","03/24/2021","03/30/2021","07/27/2021","99.990083"
"91282CBK6","Note","1-Year 10-Month","03/24/2021","03/26/2021","01/31/2023","100.026274"
"91282CBU4","Note","2-Year","03/23/2021","03/31/2021","03/31/2023","99.946102"
"9127965A3","Bill","42-Day","03/23/2021","03/25/2021","05/06/2021","99.998833"
"912796F38","Bill","52-Week","03/23/2021","03/25/2021","03/24/2022","99.929222"
"912796B32","Bill","13-Week","03/22/2021","03/25/2021","06/24/2021","99.996208"
"912796F53","Bill","26-Week","03/22/2021","03/25/2021","09/23/2021","99.979778"
"91282CBF7","Note","9-Year 10-Month","03/18/2021","03/31/2021","01/15/2031","107.620948"
"912796D97","Bill","4-Week","03/18/2021","03/23/2021","04/20/2021","99.999611"
"912796F95","Bill","8-Week","03/18/2021","03/23/2021","05/18/2021","99.998444"
"912796J26","Bill","119-Day","03/17/2021","03/23/2021","07/20/2021","99.986778"
"912810SW9","Bond","19-Year 11-Month","03/16/2021","03/31/2021","02/15/2041","93.400551"
"9127964Z9","Bill","42-Day","03/16/2021","03/18/2021","04/29/2021","99.998250"
"9127963H0","Bill","13-Week","03/15/2021","03/18/2021","06/17/2021","99.992417"
"912796F46","Bill","26-Week","03/15/2021","03/18/2021","09/16/2021","99.972194"
"912796D89","Bill","4-Week","03/11/2021","03/16/2021","04/13/2021","99.997667"
"912796F87","Bill","8-Week","03/11/2021","03/16/2021","05/11/2021","99.994556"
"912810SU3","Bond","29-Year 11-Month","03/11/2021","03/15/2021","02/15/2051","90.943237"
"912796H93","Bill","119-Day","03/10/2021","03/16/2021","07/13/2021","99.983472"
"91282CBL4","Note","9-Year 11-Month","03/10/2021","03/15/2021","02/15/2031","96.346935"
"91282CBR1","Note","3-Year","03/09/2021","03/15/2021","03/15/2024","99.686948"
"9127962Q1","Bill","42-Day","03/09/2021","03/11/2021","04/22/2021","99.996500"
"912796B24","Bill","13-Week","03/08/2021","03/11/2021","06/10/2021","99.988625"
"9127964L0","Bill","26-Week","03/08/2021","03/11/2021","09/09/2021","99.969667"
"912796D71","Bill","4-Week","03/04/2021","03/09/2021","04/06/2021","99.997667"
"912796F79","Bill","8-Week","03/04/2021","03/09/2021","05/04/2021","99.994556"
"912796H85","Bill","119-Day","03/03/2021","03/09/2021","07/06/2021","99.983472"
"9127964Y2","Bill","42-Day","03/02/2021","03/04/2021","04/15/2021","99.995333"
"912796A41","Bill","13-Week","03/01/2021","03/04/2021","06/03/2021","99.989889"
"912796D63","Bill","26-Week","03/01/2021","03/04/2021","09/02/2021","99.969667"
"912796D22","Bill","4-Week","02/25/2021","03/02/2021","03/30/2021","99.997278"
"912796F20","Bill","8-Week","02/25/2021","03/02/2021","04/27/2021","99.993778"
"91282CBP5","Note","7-Year","02/25/2021","03/01/2021","02/29/2028","99.531432"
"912796H36","Bill","119-Day","02/24/2021","03/02/2021","06/29/2021","99.985125"
"91282CBQ3","Note","5-Year","02/24/2021","03/01/2021","02/28/2026","99.405518"
"91282CBK6","Note","1-Year 11-Month","02/24/2021","02/26/2021","01/31/2023","100.007815"
"91282CBN0","Note","2-Year","02/23/2021","03/01/2021","02/28/2023","100.011965"
"9127964X4","Bill","42-Day","02/23/2021","02/25/2021","04/08/2021","99.997083"
"912796D30","Bill","52-Week","02/23/2021","02/25/2021","02/24/2022","99.929222"
"912796A33","Bill","13-Week","02/22/2021","02/25/2021","05/27/2021","99.992417"
"912796D55","Bill","26-Week","02/22/2021","02/25/2021","08/26/2021","99.977250"
"912810SV1","Bond","30-Year","02/18/2021","02/26/2021","02/15/2051","105.014087"
"912796C98","Bill","4-Week","02/18/2021","02/23/2021","03/23/2021","99.998056"
"912796D97","Bill","8-Week","02/18/2021","02/23/2021","04/20/2021","99.995333"
"912810SW9","Bond","20-Year","02/17/2021","03/01/2021","02/15/2041","99.256119"
"9127964P1","Bill","42-Day","02/16/2021","02/18/2021","04/01/2021","99.995333"
"9127962Y4","Bill","13-Week","02/16/2021","02/18/2021","05/20/2021","99.989889"
"9127963H0","Bill","119-Day","02/16/2021","02/18/2021","06/17/2021","99.983472"
"912796D48","Bill","26-Week","02/16/2021","02/18/2021","08/19/2021","99.969667"
"912796C80","Bill","4-Week","02/11/2021","02/16/2021","03/16/2021","99.997667"
"912796D89","Bill","8-Week","02/11/2021","02/16/2021","04/13/2021","99.994556"
"912810SU3","Bond","30-Year","02/11/2021","02/16/2021","02/15/2051","98.684360"
"912796G37","Bill","105-Day","02/10/2021","02/16/2021","06/01/2021","99.986875"
"912796J26","Bill","154-Day","02/10/2021","02/16/2021","07/20/2021","99.976472"
"91282CBL4","Note","10-Year","02/10/2021","02/16/2021","02/15/2031","99.717501"
"91282CBM2","Note","3-Year","02/09/2021","02/16/2021","02/15/2024","99.787923"
"9127962F5","Bill","42-Day","02/09/2021","02/11/2021","03/25/2021","99.995917"
"912796B24","Bill","119-Day","02/09/2021","02/11/2021","06/10/2021","99.986778"
"912796A25","Bill","13-Week","02/08/2021","02/11/2021","05/13/2021","99.991153"
"9127964B2","Bill","26-Week","02/08/2021","02/11/2021","08/12/2021","99.974722"
"912796C72","Bill","4-Week","02/04/2021","02/09/2021","03/09/2021","99.997667"
"912796D71","Bill","8-Week","02/04/2021","02/09/2021","04/06/2021","99.994556"
"912796G29","Bill","105-Day","02/03/2021","02/09/2021","05/25/2021","99.983958"
"912796H93","Bill","154-Day","02/03/2021","02/09/2021","07/13/2021","99.976472"
"9127964N6","Bill","42-Day","02/02/2021","02/04/2021","03/18/2021","99.994167"
"912796A41","Bill","119-Day","02/02/2021","02/04/2021","06/03/2021","99.980167"
"9127965A3","Bill","13-Week","02/01/2021","02/04/2021","05/06/2021","99.983569"
"912796C64","Bill","26-Week","02/01/2021","02/04/2021","08/05/2021","99.964611"
"912796C23","Bill","4-Week","01/28/2021","02/02/2021","03/02/2021","99.995722"
"912796D22","Bill","8-Week","01/28/2021","02/02/2021","03/30/2021","99.989889"
"91282CBJ9","Note","7-Year","01/28/2021","02/01/2021","01/31/2028","99.972779"
"912796F95","Bill","105-Day","01/27/2021","02/02/2021","05/18/2021","99.978125"
"912796H85","Bill","154-Day","01/27/2021","02/02/2021","07/06/2021","99.965778"
"91282CBK6","Note","2-Year","01/27/2021","02/01/2021","01/31/2023","100.000000"
"91282CBH3","Note","5-Year","01/26/2021","02/01/2021","01/31/2026","99.757963"
"9127964M8","Bill","42-Day","01/26/2021","01/28/2021","03/11/2021","99.991833"
"912796A33","Bill","119-Day","01/26/2021","01/28/2021","05/27/2021","99.975208"
"912796C31","Bill","52-Week","01/26/2021","01/28/2021","01/27/2022","99.909000"
"91282CBG5","Note","2-Year","01/25/2021","02/01/2021","01/31/2023","100.000000"
"9127964Z9","Bill","13-Week","01/25/2021","01/28/2021","04/29/2021","99.979778"
"912796C56","Bill","26-Week","01/25/2021","01/28/2021","07/29/2021","99.957028"
"91282CBF7","Note","10-Year","01/21/2021","01/29/2021","01/15/2031","111.638729"
"912796B99","Bill","4-Week","01/21/2021","01/26/2021","02/23/2021","99.994556"
"912796C98","Bill","8-Week","01/21/2021","01/26/2021","03/23/2021","99.987556"
"912810ST6","Bond","19-Year 10-Month","01/20/2021","02/01/2021","11/15/2040","95.258107"
"912796F87","Bill","105-Day","01/20/2021","01/26/2021","05/11/2021","99.975208"
"912796H36","Bill","154-Day","01/20/2021","01/26/2021","06/29/2021","99.961500"
"9127964F3","Bill","42-Day","01/19/2021","01/21/2021","03/04/2021","99.990083"
"9127962Q1","Bill","13-Week","01/19/2021","01/21/2021","04/22/2021","99.978514"
"9127962Y4","Bill","119-Day","01/19/2021","01/21/2021","05/20/2021","99.970250"
"912796C49","Bill","26-Week","01/19/2021","01/21/2021","07/22/2021","99.951972"
"912796B81","Bill","4-Week","01/14/2021","01/19/2021","02/16/2021","99.994167"
"912796C80","Bill","8-Week","01/14/2021","01/19/2021","03/16/2021","99.987556"
"912796F79","Bill","105-Day","01/13/2021","01/19/2021","05/04/2021","99.973750"
"912796H28","Bill","154-Day","01/13/2021","01/19/2021","06/22/2021","99.961500"
"912810SS8","Bond","29-Year 10-Month","01/13/2021","01/15/2021","11/15/2050","95.413195"
"91282CAV3","Note","9-Year 10-Month","01/12/2021","01/15/2021","11/15/2030","97.321944"
"912796XE4","Bill","42-Day","01/12/2021","01/14/2021","02/25/2021","99.990083"
"912796A25","Bill","119-Day","01/12/2021","01/14/2021","05/13/2021","99.970250"
"91282CBE0","Note","3-Year","01/11/2021","01/15/2021","01/15/2024","99.674335"
"9127964Y2","Bill","13-Week","01/11/2021","01/14/2021","04/15/2021","99.977250"
"9127963S6","Bill","26-Week","01/11/2021","01/14/2021","07/15/2021","99.954500"
"912796B73","Bill","4-Week","01/07/2021","01/12/2021","02/09/2021","99.993778"
"912796C72","Bill","8-Week","01/07/2021","01/12/2021","03/09/2021","99.986778"
"912796F20","Bill","105-Day","01/06/2021","01/12/2021","04/27/2021","99.973750"
"912796G94","Bill","154-Day","01/06/2021","01/12/2021","06/15/2021","99.961500"
"9127964D8","Bill","42-Day","01/05/2021","01/07/2021","02/18/2021","99.990083"
"9127965A3","Bill","119-Day","01/05/2021","01/07/2021","05/06/2021","99.971903"
"9127964X4","Bill","13-Week","01/04/2021","01/07/2021","04/08/2021","99.977250"
"912796B57","Bill","26-Week","01/04/2021","01/07/2021","07/08/2021","99.954500"
"912796B65","Bill","4-Week","12/31/2020","01/05/2021","02/02/2021","99.993778"
"912796C23","Bill","8-Week","12/31/2020","01/05/2021","03/02/2021","99.986778"
"912796D97","Bill","105-Day","12/30/2020","01/05/2021","04/20/2021","99.973750"
"912796G86","Bill","154-Day","12/30/2020","01/05/2021","06/08/2021","99.961500"
"9127964C0","Bill","42-Day","12/29/2020","12/31/2020","02/11/2021","99.990083"
"9127964Z9","Bill","119-Day","12/29/2020","12/31/2020","04/29/2021","99.968597"
"912796A90","Bill","52-Week","12/29/2020","12/31/2020","12/30/2021","99.888778"
"91282CBB6","Note","7-Year","12/29/2020","12/31/2020","12/31/2027","99.747318"
"9127964P1","Bill","13-Week","12/28/2020","12/31/2020","04/01/2021","99.975986"
"912796B40","Bill","26-Week","12/28/2020","12/31/2020","07/01/2021","99.949444"
"91282CBD2","Note","2-Year","12/28/2020","12/31/2020","12/31/2022","99.976041"
"91282CBC4","Note","5-Year","12/28/2020","12/31/2020","12/31/2025","99.906021"
"912796A82","Bill","4-Week","12/24/2020","12/29/2020","01/26/2021","99.993778"
"912796B99","Bill","8-Week","12/24/2020","12/29/2020","02/23/2021","99.986000"
"912796D89","Bill","105-Day","12/23/2020","12/29/2020","04/13/2021","99.973750"
"912796G37","Bill","154-Day","12/23/2020","12/29/2020","06/01/2021","99.959361"
"91282CAS0","Note","1-Year 10-Month","12/23/2020","12/28/2020","10/31/2022","99.990678"
"91282CAQ4","Note","4-Year 10-Month","12/22/2020","12/31/2020","10/15/2025","108.871082"
"9127963W7","Bill","42-Day","12/22/2020","12/24/2020","02/04/2021","99.990667"
"9127962Q1","Bill","119-Day","12/22/2020","12/24/2020","04/22/2021","99.970250"
"912810ST6","Bond","19-Year 11-Month","12/21/2020","12/31/2020","11/15/2040","98.367014"
"9127962F5","Bill","13-Week","12/21/2020","12/24/2020","03/25/2021","99.977250"
"912796B32","Bill","26-Week","12/21/2020","12/24/2020","06/24/2021","99.954500"
"912796A74","Bill","4-Week","12/17/2020","12/22/2020","01/19/2021","99.994167"
"912796B81","Bill","8-Week","12/17/2020","12/22/2020","02/16/2021","99.987556"
"9127965F2","Bill","8-Day","12/17/2020","12/21/2020","12/29/2020","99.998667"
"912796D71","Bill","105-Day","12/16/2020","12/22/2020","04/06/2021","99.975208"
"912796G29","Bill","154-Day","12/16/2020","12/22/2020","05/25/2021","99.961500"
"912796UC1","Bill","42-Day","12/15/2020","12/17/2020","01/28/2021","99.991250"
"9127964Y2","Bill","119-Day","12/15/2020","12/17/2020","04/15/2021","99.971903"
"9127964N6","Bill","13-Week","12/14/2020","12/17/2020","03/18/2021","99.981042"
"9127963H0","Bill","26-Week","12/14/2020","12/17/2020","06/17/2021","99.957028"
"912796A66","Bill","4-Week","12/10/2020","12/15/2020","01/12/2021","99.994944"
"912796B73","Bill","8-Week","12/10/2020","12/15/2020","02/09/2021","99.988333"
"912810SS8","Bond","29-Year 11-Month","12/10/2020","12/15/2020","11/15/2050","99.059547"
"912796D22","Bill","105-Day","12/09/2020","12/15/2020","03/30/2021","99.975208"
"912796F95","Bill","154-Day","12/09/2020","12/15/2020","05/18/2021","99.961500"
"91282CAV3","Note","9-Year 11-Month","12/09/2020","12/15/2020","11/15/2030","99.282076"
"91282CBA8","Note","3-Year","12/08/2020","12/15/2020","12/15/2023","99.742950"
"9127963V9","Bill","42-Day","12/08/2020","12/10/2020","01/21/2021","99.991833"
"9127964X4","Bill","119-Day","12/08/2020","12/10/2020","04/08/2021","99.973556"
"9127964M8","Bill","13-Week","12/07/2020","12/10/2020","03/11/2021","99.979778"
"912796B24","Bill","26-Week","12/07/2020","12/10/2020","06/10/2021","99.954500"
"912796A58","Bill","4-Week","12/03/2020","12/08/2020","01/05/2021","99.994167"
"912796B65","Bill","8-Week","12/03/2020","12/08/2020","02/02/2021","99.988333"
"912796C98","Bill","105-Day","12/02/2020","12/08/2020","03/23/2021","99.975208"
"912796F87","Bill","154-Day","12/02/2020","12/08/2020","05/11/2021","99.961500"
"9127963U1","Bill","42-Day","12/01/2020","12/03/2020","01/14/2021","99.990667"
"9127964P1","Bill","119-Day","12/01/2020","12/03/2020","04/01/2021","99.970250"
"9127965G0","Bill","52-Week","12/01/2020","12/03/2020","12/02/2021","99.888778"
"9127964F3","Bill","13-Week","11/30/2020","12/03/2020","03/04/2021","99.978514"
"912796A41","Bill","26-Week","11/30/2020","12/03/2020","06/03/2021","99.954500"
"9127965F2","Bill","4-Week","11/25/2020","12/01/2020","12/29/2020","99.993778"
"912796A82","Bill","8-Week","11/25/2020","12/01/2020","01/26/2021","99.987556"
"912796C80","Bill","105-Day","11/25/2020","12/01/2020","03/16/2021","99.975208"
"912796F79","Bill","154-Day","11/25/2020","12/01/2020","05/04/2021","99.961500"
"91282CAY7","Note","7-Year","11/24/2020","11/30/2020","11/30/2027","99.808717"
"9127963T4","Bill","41-Day","11/24/2020","11/27/2020","01/07/2021","99.991458"
"9127962F5","Bill","118-Day","11/24/2020","11/27/2020","03/25/2021","99.970500"
"91282CAS0","Note","1-Year 11-Month","11/24/2020","11/27/2020","10/31/2022","100.003897"
"91282CAX9","Note","2-Year","11/23/2020","11/30/2020","11/30/2022","99.920165"
"91282CAZ4","Note","5-Year","11/23/2020","11/30/2020","11/30/2025","99.891191"
"912796XE4","Bill","13-Week","11/23/2020","11/27/2020","02/25/2021","99.978750"
"912796A33","Bill","26-Week","11/23/2020","11/27/2020","05/27/2021","99.954750"
"912828ZZ6","Note","9-Year 8-Month","11/19/2020","11/30/2020","07/15/2030","111.642995"
"9127965D7","Bill","4-Week","11/19/2020","11/24/2020","12/22/2020","99.994556"
"912796A74","Bill","8-Week","11/19/2020","11/24/2020","01/19/2021","99.989111"
"912810ST6","Bond","20-Year","11/18/2020","11/30/2020","11/15/2040","99.185441"
"912796C72","Bill","105-Day","11/18/2020","11/24/2020","03/09/2021","99.973750"
"912796F20","Bill","154-Day","11/18/2020","11/24/2020","04/27/2021","99.961500"
"912796TY5","Bill","42-Day","11/17/2020","11/19/2020","12/31/2020","99.988917"
"9127964N6","Bill","119-Day","11/17/2020","11/19/2020","03/18/2021","99.968597"
"9127964D8","Bill","13-Week","11/16/2020","11/19/2020","02/18/2021","99.977250"
"9127962Y4","Bill","26-Week","11/16/2020","11/19/2020","05/20/2021","99.949444"
"9127965C9","Bill","4-Week","11/12/2020","11/17/2020","12/15/2020","99.993389"
"912796A66","Bill","8-Week","11/12/2020","11/17/2020","01/12/2021","99.986000"
